"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_f"
2931,58.7,58.7,41.3,"Bargen SH","Bargen (SH)","Bargen SH","C'est oui à 58,7 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Bargen (SH). La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 82,1 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Bargen (SH) passe cette fois-ci du côté du oui."
2932,40.8,40.8,59.2,"Beringen SH","Beringen (SH)","Beringen SH","Les habitants de Beringen s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 59,2 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 91,2 pour cent de oui. Les citoyens de Beringen avaient déjà refusé la précédente révision de l'AVS en 2017."
2933,70.8,70.8,29.2,"Buchberg SH","Buchberg (SH)","Buchberg SH","A Buchberg, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 70,8 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 50,2 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Buchberg passe cette fois-ci du côté du oui."
2936,75.7,75.7,24.3,"Merishausen SH","Merishausen (SH)","Merishausen SH","Les électeurs de Merishausen valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 75,7 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 79,1 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Merishausen passe cette fois-ci du côté du oui."
2937,50,50,50,"Neuhausen am Rheinfall SH","Neuhausen am Rheinfall (SH)","Neuhausen am Rheinfall SH","Les habitants de Neuhausen am Rheinfall s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 50 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 59,7 pour cent de oui. Les citoyens de Neuhausen am Rheinfall avaient déjà refusé la précédente révision de l'AVS en 2017."
2938,82.4,82.4,17.6,"Rüdlingen SH","Rüdlingen (SH)","Rüdlingen SH","Les habitants de Rüdlingen acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 82,4 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 75,2 pour cent de non. Les citoyens de Rüdlingen avaient déjà refusé la précédente révision de l'AVS en 2017."
2939,35.6,35.6,64.4,"Schaffhausen SH","Schaffhouse (SH)","Sciaffusa SH","Les habitants de Schaffhouse rejettent une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 64,4 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 61,7 pour cent de non. Les citoyens de Schaffhouse avaient déjà refusé la précédente révision de l'AVS en 2017."
2951,32.3,32.3,67.7,"Beggingen SH","Beggingen (SH)","Beggingen SH","C'est non à 67,7 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Beggingen. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 96,1 pour cent de non. Les citoyens de Beggingen avaient déjà refusé la précédente révision de l'AVS en 2017."
2952,8.5,8.5,91.5,"Schleitheim SH","Schleitheim (SH)","Schleitheim SH","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS ne passe pas la rampe à Schleitheim avec 91,5 pour cent des voix. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 57,7 pour cent de oui. Les citoyens de Schleitheim avaient déjà refusé la précédente révision de l'AVS en 2017."
2953,2,2,98,"Siblingen SH","Siblingen (SH)","Siblingen SH","A Siblingen, les habitants sont défavorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 98 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 65,4 pour cent de non. Les citoyens de Siblingen avaient déjà refusé la précédente révision de l'AVS en 2017."
2961,44.3,44.3,55.7,"Buch SH","Buch (SH)","Buch SH","A Buch (SH), les habitants disent non à 55,7 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 65,5 pour cent de oui. Les citoyens de Buch (SH) avaient déjà refusé la précédente révision de l'AVS en 2017."
2962,90,90,10,"Hemishofen SH","Hemishofen (SH)","Hemishofen SH","Les électeurs de Hemishofen valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 90 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 53,5 pour cent de non. Les citoyens de Hemishofen avaient déjà refusé la précédente révision de l'AVS en 2017."
2963,61,61,39,"Ramsen SH","Ramsen (SH)","Ramsen SH","A Ramsen, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 61 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 61,5 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Ramsen passe cette fois-ci du côté du oui."
2964,71.4,71.4,28.6,"Stein am Rhein SH","Stein am Rhein (SH)","Stein am Rhein SH","A Stein am Rhein, les habitants disent oui à 71,4 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 55,5 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Stein am Rhein passe cette fois-ci du côté du oui."
2971,28,28,72,"Hallau SH","Hallau (SH)","Hallau SH","C'est non à 72 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Hallau. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 68,8 pour cent de non. Les citoyens de Hallau avaient déjà refusé la précédente révision de l'AVS en 2017."
2972,36.1,36.1,63.9,"Oberhallau SH","Oberhallau (SH)","Oberhallau SH","Les habitants d'Oberhallau s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 63,9 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 74,6 pour cent de non. Les citoyens d'Oberhallau avaient déjà refusé la précédente révision de l'AVS en 2017."
2973,65.4,65.4,34.6,"Trasadingen SH","Trasadingen (SH)","Trasadingen SH","C'est oui à 65,4 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Trasadingen. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 58,4 pour cent de non. Les citoyens de Trasadingen avaient déjà refusé la précédente révision de l'AVS en 2017."
2974,49.2,49.2,50.8,"Wilchingen SH","Wilchingen (SH)","Wilchingen SH","L'augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS échoue à Wilchingen avec 50,8 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 50,5 pour cent de non. Les citoyens de Wilchingen avaient déjà refusé la précédente révision de l'AVS en 2017."
3001,14.1,14.1,85.9,"Herisau AR","Herisau (AR)","Herisau AR","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS ne passe pas la rampe à Herisau avec 85,9 pour cent des voix. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 97,6 pour cent de non. Les citoyens de Herisau avaient déjà refusé la précédente révision de l'AVS en 2017."
3002,27.8,27.8,72.2,"Hundwil AR","Hundwil (AR)","Hundwil AR","L'augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS échoue à Hundwil avec 72,2 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 53,7 pour cent de non. Les citoyens de Hundwil avaient déjà refusé la précédente révision de l'AVS en 2017."
3003,82.9,82.9,17.1,"Schönengrund AR","Schönengrund (AR)","Schönengrund AR","A Schönengrund, les habitants disent oui à 82,9 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 83,3 pour cent de non. Les citoyens de Schönengrund avaient déjà refusé la précédente révision de l'AVS en 2017."
3004,6.3,6.3,93.7,"Schwellbrunn AR","Schwellbrunn (AR)","Schwellbrunn AR","Les habitants de Schwellbrunn rejettent une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 93,7 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 90,1 pour cent de oui. Les citoyens de Schwellbrunn avaient déjà refusé la précédente révision de l'AVS en 2017."
3005,95.3,95.3,4.7,"Stein AR","Stein (AR)","Stein AR","A Stein (AR), les habitants disent oui à 95,3 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 80,6 pour cent de non. Les citoyens de Stein (AR) avaient déjà refusé la précédente révision de l'AVS en 2017."
3006,71.3,71.3,28.7,"Urnäsch AR","Urnäsch (AR)","Urnäsch AR","Les habitants d'Urnäsch acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 71,3 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 75,8 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Urnäsch passe cette fois-ci du côté du oui."
3007,79.5,79.5,20.5,"Waldstatt AR","Waldstatt (AR)","Waldstatt AR","C'est oui à 79,5 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Waldstatt. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 71,5 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Waldstatt passe cette fois-ci du côté du oui."
3021,8,8,92,"Bühler AR","Bühler (AR)","Bühler AR","L'augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS échoue à Bühler avec 92 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 68,5 pour cent de oui. Les citoyens de Bühler avaient déjà refusé la précédente révision de l'AVS en 2017."
3022,81.5,81.5,18.5,"Gais AR","Gais (AR)","Gais AR","A Gais, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 81,5 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 50,3 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Gais passe cette fois-ci du côté du oui."
3023,88.3,88.3,11.7,"Speicher AR","Speicher (AR)","Speicher AR","Les électeurs de Speicher valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 88,3 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 76,8 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Speicher passe cette fois-ci du côté du oui."
3024,26,26,74,"Teufen AR","Teufen (AR)","Teufen AR","A Teufen (AR), les habitants disent non à 74 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 70,1 pour cent de non. Les citoyens de Teufen (AR) avaient déjà refusé la précédente révision de l'AVS en 2017."
3025,54.5,54.5,45.5,"Trogen AR","Trogen (AR)","Trogen AR","Les habitants de Trogen acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 54,5 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 67,1 pour cent des voix. Les électeurs de Trogen avaient déjà voté oui à la précédente réforme de l'AVS en 2017."
3031,22.3,22.3,77.7,"Grub AR","Grub (AR)","Grub AR","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS ne passe pas la rampe à Grub (AR) avec 77,7 pour cent des voix. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 93,4 pour cent de oui. Les citoyens de Grub (AR) avaient déjà refusé la précédente révision de l'AVS en 2017."
3032,45,45,55,"Heiden AR","Heiden (AR)","Heiden AR","L'augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS échoue à Heiden avec 55 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 57,3 pour cent de non. Les citoyens de Heiden avaient déjà refusé la précédente révision de l'AVS en 2017."
3033,86.5,86.5,13.5,"Lutzenberg AR","Lutzenberg (AR)","Lutzenberg AR","A Lutzenberg, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 86,5 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 50,4 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Lutzenberg passe cette fois-ci du côté du oui."
3034,64.7,64.7,35.3,"Rehetobel AR","Rehetobel (AR)","Rehetobel AR","A Rehetobel, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 64,7 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 51,9 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Rehetobel passe cette fois-ci du côté du oui."
3035,96.1,96.1,3.9,"Reute AR","Reute (AR)","Reute AR","A Reute (AR), les habitants disent oui à 96,1 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 72,2 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Reute (AR) passe cette fois-ci du côté du oui."
3036,31.9,31.9,68.1,"Wald AR","Wald (AR)","Wald AR","C'est non à 68,1 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Wald (AR). Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 83,3 pour cent de oui. Les citoyens de Wald (AR) avaient déjà refusé la précédente révision de l'AVS en 2017."
3037,16.2,16.2,83.8,"Walzenhausen AR","Walzenhausen (AR)","Walzenhausen AR","A Walzenhausen, les habitants disent non à 83,8 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 68,1 pour cent de oui. Les citoyens de Walzenhausen avaient déjà refusé la précédente révision de l'AVS en 2017."
3038,63.4,63.4,36.6,"Wolfhalden AR","Wolfhalden (AR)","Wolfhalden AR","Les électeurs de Wolfhalden valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 63,4 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 53,5 pour cent de non. Les citoyens de Wolfhalden avaient déjà refusé la précédente révision de l'AVS en 2017."
3101,57.7,57.7,42.3,"Appenzell AI","Appenzell (AI)","Appenzello AI","Les habitants d'Appenzell approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 57,7 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 75,5 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Appenzell passe cette fois-ci du côté du oui."
3102,24.5,24.5,75.5,"Gonten AI","Gonten (AI)","Gonten AI","C'est non à 75,5 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Gonten. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 74 pour cent de oui. Les citoyens de Gonten avaient déjà refusé la précédente révision de l'AVS en 2017."
3104,62,62,38,"Schlatt-Haslen AI","Schlatt-Haslen (AI)","Schlatt-Haslen AI","A Schlatt-Haslen, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 62 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 80,7 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Schlatt-Haslen passe cette fois-ci du côté du oui."
3111,48.4,48.4,51.6,"Oberegg AI","Oberegg (AI)","Oberegg AI","A Oberegg, les habitants sont défavorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 51,6 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 79,1 pour cent de non. Les citoyens d'Oberegg avaient déjà refusé la précédente révision de l'AVS en 2017."
3112,2.7,2.7,97.3,"Schwende-Rüti AI","Schwende-Rüti (AI)","Schwende-Rüti AI","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS ne passe pas la rampe à Schwende-Rüti avec 97,3 pour cent des voix. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 53 pour cent de non. Il n'est pas possible de comparer le résultat du vote de cette commune avec celui de la précédente révision en 2017. La commune a certainement fusionné depuis 2017."
3201,12.3,12.3,87.7,"Häggenschwil SG","Häggenschwil (SG)","Häggenschwil SG","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS ne passe pas la rampe à Häggenschwil avec 87,7 pour cent des voix. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 57,2 pour cent de non. Les citoyens de Häggenschwil avaient déjà refusé la précédente révision de l'AVS en 2017."
3202,51.5,51.5,48.5,"Muolen SG","Muolen (SG)","Muolen SG","Les habitants de Muolen acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 51,5 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 58,4 pour cent de non. Les citoyens de Muolen avaient déjà refusé la précédente révision de l'AVS en 2017."
3203,28.8,28.8,71.2,"St. Gallen SG","Saint-Gall (SG)","San Gallo SG","Les habitants de Saint-Gall s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 71,2 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 53,4 pour cent de oui. Saint-Gall avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
3204,72.7,72.7,27.3,"Wittenbach SG","Wittenbach (SG)","Wittenbach SG","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Wittenbach avec 72,7 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 95,6 pour cent de non. Les citoyens de Wittenbach avaient déjà refusé la précédente révision de l'AVS en 2017."
3211,18.8,18.8,81.2,"Berg SG","Berg (SG)","Berg SG","Les habitants de Berg (SG) rejettent une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 81,2 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 81,3 pour cent de oui. Les citoyens de Berg (SG) avaient déjà refusé la précédente révision de l'AVS en 2017."
3212,58.3,58.3,41.7,"Eggersriet SG","Eggersriet (SG)","Eggersriet SG","Les électeurs d'Eggersriet valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 58,3 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 74,6 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Eggersriet passe cette fois-ci du côté du oui."
3213,6.4,6.4,93.6,"Goldach SG","Goldach (SG)","Goldach SG","C'est non à 93,6 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Goldach. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 81,5 pour cent de non. Les citoyens de Goldach avaient déjà refusé la précédente révision de l'AVS en 2017."
3214,76.7,76.7,23.3,"Mörschwil SG","Mörschwil (SG)","Mörschwil SG","Les habitants de Mörschwil approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 76,7 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 54,7 pour cent de non. Les citoyens de Mörschwil avaient déjà refusé la précédente révision de l'AVS en 2017."
3215,68.5,68.5,31.5,"Rorschach SG","Rorschach (SG)","Rorschach SG","C'est oui à 68,5 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Rorschach. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 50,7 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Rorschach passe cette fois-ci du côté du oui."
3216,46.6,46.6,53.4,"Rorschacherberg SG","Rorschacherberg (SG)","Rorschacherberg SG","L'augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS échoue à Rorschacherberg avec 53,4 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 74 pour cent de non. Les citoyens de Rorschacherberg avaient déjà refusé la précédente révision de l'AVS en 2017."
3217,1.8,1.8,98.2,"Steinach SG","Steinach (SG)","Steinach SG","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS ne passe pas la rampe à Steinach avec 98,2 pour cent des voix. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 69,3 pour cent de oui. Les citoyens de Steinach avaient déjà refusé la précédente révision de l'AVS en 2017."
3218,53.6,53.6,46.4,"Tübach SG","Tübach (SG)","Tübach SG","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Tübach avec 53,6 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 82,1 pour cent de non. Les citoyens de Tübach avaient déjà refusé la précédente révision de l'AVS en 2017."
3219,54.8,54.8,45.2,"Untereggen SG","Untereggen (SG)","Untereggen SG","Les électeurs d'Untereggen valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 54,8 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 58,9 pour cent de non. Les citoyens d'Untereggen avaient déjà refusé la précédente révision de l'AVS en 2017."
3231,9.5,9.5,90.5,"Au SG","Au (SG)","Au SG","A Au (SG), les habitants sont défavorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 90,5 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 57,9 pour cent de oui. Les citoyens d'Au (SG) avaient déjà refusé la précédente révision de l'AVS en 2017."
3232,45.6,45.6,54.4,"Balgach SG","Balgach (SG)","Balgach SG","C'est non à 54,4 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Balgach. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 65,5 pour cent de non. Les citoyens de Balgach avaient déjà refusé la précédente révision de l'AVS en 2017."
3233,91.3,91.3,8.7,"Berneck SG","Berneck (SG)","Berneck SG","A Berneck, les habitants disent oui à 91,3 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 84,4 pour cent de non. Les citoyens de Berneck avaient déjà refusé la précédente révision de l'AVS en 2017."
3234,53.1,53.1,46.9,"Diepoldsau SG","Diepoldsau (SG)","Diepoldsau SG","Les habitants de Diepoldsau acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 53,1 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 84,7 pour cent de non. Les citoyens de Diepoldsau avaient déjà refusé la précédente révision de l'AVS en 2017."
3235,20.9,20.9,79.1,"Rheineck SG","Rheineck (SG)","Rheineck SG","C'est non à 79,1 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Rheineck. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 65,5 pour cent de oui. Les citoyens de Rheineck avaient déjà refusé la précédente révision de l'AVS en 2017."
3236,49.9,49.9,50.1,"St. Margrethen SG","St. Margrethen (SG)","St. Margrethen SG","Les habitants de St. Margrethen s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 50,1 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 74,5 pour cent de oui. Les citoyens de St. Margrethen avaient déjà refusé la précédente révision de l'AVS en 2017."
3237,82.6,82.6,17.4,"Thal SG","Thal (SG)","Thal SG","C'est oui à 82,6 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Thal. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 87,7 pour cent de non. Les citoyens de Thal avaient déjà refusé la précédente révision de l'AVS en 2017."
3238,42.9,42.9,57.1,"Widnau SG","Widnau (SG)","Widnau SG","A Widnau, les habitants disent non à 57,1 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 60,9 pour cent de oui. Les citoyens de Widnau avaient déjà refusé la précédente révision de l'AVS en 2017."
3251,36.7,36.7,63.3,"Altstätten SG","Altstätten (SG)","Altstätten SG","C'est non à 63,3 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Altstätten. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 67,1 pour cent de non. Les citoyens d'Altstätten avaient déjà refusé la précédente révision de l'AVS en 2017."
3252,25.6,25.6,74.4,"Eichberg SG","Eichberg (SG)","Eichberg SG","Les habitants d'Eichberg rejettent une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 74,4 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 92,8 pour cent de oui. Les citoyens d'Eichberg avaient déjà refusé la précédente révision de l'AVS en 2017."
3253,97.1,97.1,2.9,"Marbach SG","Marbach (SG)","Marbach SG","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Marbach (SG) avec 97,1 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 69,6 pour cent de non. Les citoyens de Marbach (SG) avaient déjà refusé la précédente révision de l'AVS en 2017."
3254,52.3,52.3,47.7,"Oberriet SG","Oberriet (SG)","Oberriet SG","Les électeurs d'Oberriet (SG) valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 52,3 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 72 pour cent de non. Les citoyens d'Oberriet (SG) avaient déjà refusé la précédente révision de l'AVS en 2017."
3255,48.5,48.5,51.5,"Rebstein SG","Rebstein (SG)","Rebstein SG","A Rebstein, les habitants disent non à 51,5 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 68,2 pour cent de oui. Les citoyens de Rebstein avaient déjà refusé la précédente révision de l'AVS en 2017."
3256,48.8,48.8,51.2,"Rüthi SG","Rüthi (SG)","Rüthi SG","Les habitants de Rüthi (SG) s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 51,2 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 58,6 pour cent de non. Les citoyens de Rüthi (SG) avaient déjà refusé la précédente révision de l'AVS en 2017."
