"Kantons_Nr","Gemeinde_Nr","Ja_Stimmen_In_Prozent","Ja_Stimmen_Absolut","Nein_Stimmen_Absolut","Stimmbeteiligung_In_Prozent","Eingelegte_Stimmzettel","Anzahl_Stimmberechtigte","Gueltige_Stimmen","Gebiet_Ausgezaehlt","Kanton_Short","Gemeinde_d","Gemeinde_f","Gemeinde_i","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Kanton_d","Kanton_f","Kanton_i","Ja_Stimmen_In_Prozent_Kanton","Highest_Yes_Kant","Highest_No_Kant"
17,3275,47.3679002572729,4787,5319,,,,10106,TRUE,"SG","Sevelen","Sevelen","Sevelen","Sevelen SG","Sevelen (SG)","Sevelen SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3276,45.7097415506958,5748,6827,,,,12575,TRUE,"SG","Wartau","Wartau","Wartau","Wartau SG","Wartau (SG)","Wartau SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3291,63.0529935907457,8067,4727,,,,12794,TRUE,"SG","Bad Ragaz","Bad Ragaz","Bad Ragaz","Bad Ragaz SG","Bad Ragaz (SG)","Bad Ragaz SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3292,69.2655367231638,9195,4080,,,,13275,TRUE,"SG","Flums","Flums","Flums","Flums SG","Flums (SG)","Flums SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3293,19.170309738629,2061,8690,,,,10751,TRUE,"SG","Mels","Mels","Mels","Mels SG","Mels (SG)","Mels SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3294,48.237136223746,8934,9587,,,,18521,TRUE,"SG","Pfäfers","Pfäfers","Pfäfers","Pfäfers SG","Pfäfers (SG)","Pfäfers SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3295,44.8355601233299,3490,4294,,,,7784,TRUE,"SG","Quarten","Quarten","Quarten","Quarten SG","Quarten (SG)","Quarten SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3296,51.227604512276,6176,5880,,,,12056,TRUE,"SG","Sargans","Sargans","Sargans","Sargans SG","Sargans (SG)","Sargans SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3297,37.8683064309506,1478,2425,,,,3903,TRUE,"SG","Vilters-Wangs","Vilters-Wangs","Vilters-Wangs","Vilters-Wangs SG","Vilters-Wangs (SG)","Vilters-Wangs SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3298,49.2024928699694,4658,4809,,,,9467,TRUE,"SG","Walenstadt","Walenstadt","Walenstadt","Walenstadt SG","Walenstadt (SG)","Walenstadt SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3311,2.55899318300996,244,9291,,,,9535,TRUE,"SG","Amden","Amden","Amden","Amden SG","Amden (SG)","Amden SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3312,22.0801252773065,1692,5971,,,,7663,TRUE,"SG","Benken SG","Benken (SG)","Benken SG","Benken SG","Benken (SG)","Benken SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3313,89.4901144640999,6020,707,,,,6727,TRUE,"SG","Kaltbrunn","Kaltbrunn","Kaltbrunn","Kaltbrunn SG","Kaltbrunn (SG)","Kaltbrunn SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3315,76.5138458002988,6659,2044,,,,8703,TRUE,"SG","Schänis","Schänis","Schänis","Schänis SG","Schänis (SG)","Schänis SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3316,59.8179271708683,8542,5738,,,,14280,TRUE,"SG","Weesen","Weesen","Weesen","Weesen SG","Weesen (SG)","Weesen SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3338,3.64902796548498,351,9268,,,,9619,TRUE,"SG","Schmerikon","Schmerikon","Schmerikon","Schmerikon SG","Schmerikon (SG)","Schmerikon SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3339,61.9901793766911,6186,3793,,,,9979,TRUE,"SG","Uznach","Uznach","Uznach","Uznach SG","Uznach (SG)","Uznach SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3340,66.2574458811565,9121,4645,,,,13766,TRUE,"SG","Rapperswil-Jona","Rapperswil-Jona","Rapperswil-Jona","Rapperswil-Jona SG","Rapperswil-Jona (SG)","Rapperswil-Jona SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3341,52.3797595190381,2091,1901,,,,3992,TRUE,"SG","Gommiswald","Gommiswald","Gommiswald","Gommiswald SG","Gommiswald (SG)","Gommiswald SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3342,12.8641571194763,393,2662,,,,3055,TRUE,"SG","Eschenbach SG","Eschenbach (SG)","Eschenbach SG","Eschenbach SG","Eschenbach (SG)","Eschenbach SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3352,31.3155080213904,4392,9633,,,,14025,TRUE,"SG","Ebnat-Kappel","Ebnat-Kappel","Ebnat-Kappel","Ebnat-Kappel SG","Ebnat-Kappel (SG)","Ebnat-Kappel SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3359,67.0598344008749,8585,4217,,,,12802,TRUE,"SG","Wildhaus-Alt St. Johann","Wildhaus-Alt St. Johann","Wildhaus-Alt St. Johann","Wildhaus-Alt St. Johann SG","Wildhaus-Alt St. Johann (SG)","Wildhaus-Alt St. Johann SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3360,48.0111330163516,4140,4483,,,,8623,TRUE,"SG","Nesslau","Nesslau","Nesslau","Nesslau SG","Nesslau (SG)","Nesslau SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3372,53.2731236374961,8553,7502,,,,16055,TRUE,"SG","Hemberg","Hemberg","Hemberg","Hemberg SG","Hemberg (SG)","Hemberg SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3374,48.8121855785355,3493,3663,,,,7156,TRUE,"SG","Lichtensteig","Lichtensteig","Lichtensteig","Lichtensteig SG","Lichtensteig (SG)","Lichtensteig SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3375,89.9739098024599,4828,538,,,,5366,TRUE,"SG","Oberhelfenschwil","Oberhelfenschwil","Oberhelfenschwil","Oberhelfenschwil SG","Oberhelfenschwil (SG)","Oberhelfenschwil SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3378,95.8351131994874,4487,195,,,,4682,TRUE,"SG","Neckertal","Neckertal","Neckertal","Neckertal SG","Neckertal (SG)","Neckertal SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3379,41.3454270597128,4923,6984,,,,11907,TRUE,"SG","Wattwil","Wattwil","Wattwil","Wattwil SG","Wattwil (SG)","Wattwil SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3392,30.0944786339603,3472,8065,,,,11537,TRUE,"SG","Kirchberg SG","Kirchberg (SG)","Kirchberg SG","Kirchberg SG","Kirchberg (SG)","Kirchberg SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3393,97.4686379928315,4351,113,,,,4464,TRUE,"SG","Lütisburg","Lütisburg","Lütisburg","Lütisburg SG","Lütisburg (SG)","Lütisburg SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3394,87.5941657316878,5465,774,,,,6239,TRUE,"SG","Mosnang","Mosnang","Mosnang","Mosnang SG","Mosnang (SG)","Mosnang SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3395,79.6915776986951,6718,1712,,,,8430,TRUE,"SG","Bütschwil-Ganterschwil","Bütschwil-Ganterschwil","Bütschwil-Ganterschwil","Bütschwil-Ganterschwil SG","Bütschwil-Ganterschwil (SG)","Bütschwil-Ganterschwil SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3401,67.8257933828494,2009,953,,,,2962,TRUE,"SG","Degersheim","Degersheim","Degersheim","Degersheim SG","Degersheim (SG)","Degersheim SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3402,15.9160539215686,1039,5489,,,,6528,TRUE,"SG","Flawil","Flawil","Flawil","Flawil SG","Flawil (SG)","Flawil SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3405,60.1627643252618,9019,5972,,,,14991,TRUE,"SG","Jonschwil","Jonschwil","Jonschwil","Jonschwil SG","Jonschwil (SG)","Jonschwil SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3407,44.5007680491551,2897,3613,,,,6510,TRUE,"SG","Oberuzwil","Oberuzwil","Oberuzwil","Oberuzwil SG","Oberuzwil (SG)","Oberuzwil SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3408,51.1472115223581,6108,5834,,,,11942,TRUE,"SG","Uzwil","Uzwil","Uzwil","Uzwil SG","Uzwil (SG)","Uzwil SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3422,50.3984666599415,9992,9834,,,,19826,TRUE,"SG","Niederbüren","Niederbüren","Niederbüren","Niederbüren SG","Niederbüren (SG)","Niederbüren SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3423,62.5237320314619,9221,5527,,,,14748,TRUE,"SG","Niederhelfenschwil","Niederhelfenschwil","Niederhelfenschwil","Niederhelfenschwil SG","Niederhelfenschwil (SG)","Niederhelfenschwil SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3424,49.7656385625832,8600,8681,,,,17281,TRUE,"SG","Oberbüren","Oberbüren","Oberbüren","Oberbüren SG","Oberbüren (SG)","Oberbüren SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3426,59.8940461140208,9949,6662,,,,16611,TRUE,"SG","Zuzwil SG","Zuzwil (SG)","Zuzwil SG","Zuzwil SG","Zuzwil (SG)","Zuzwil SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3427,61.5096795184643,7562,4732,,,,12294,TRUE,"SG","Wil SG","Wil (SG)","Wil SG","Wil SG","Wil (SG)","Wil SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3441,59.9065249266862,6537,4375,,,,10912,TRUE,"SG","Andwil SG","Andwil (SG)","Andwil SG","Andwil SG","Andwil (SG)","Andwil SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3442,88.6205808080808,5615,721,,,,6336,TRUE,"SG","Gaiserwald","Gaiserwald","Gaiserwald","Gaiserwald SG","Gaiserwald (SG)","Gaiserwald SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3443,26.4062831670558,1244,3467,,,,4711,TRUE,"SG","Gossau SG","Gossau (SG)","Gossau SG","Gossau SG","Gossau (SG)","Gossau SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
17,3444,99.6842280206083,5998,19,,,,6017,TRUE,"SG","Waldkirch","Waldkirch","Waldkirch","Waldkirch SG","Waldkirch (SG)","Waldkirch SG","St. Gallen","Saint-Gall","San Gallo",42.3064552713186,FALSE,FALSE
18,3506,43.0578872100976,6925,9158,,,,16083,TRUE,"GR","Vaz/Obervaz","Vaz/Obervaz","Vaz/Obervaz","Vaz/Obervaz GR","Vaz/Obervaz (GR)","Vaz/Obervaz GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3513,47.6828167318688,6338,6954,,,,13292,TRUE,"GR","Lantsch/Lenz","Lantsch/Lenz","Lantsch/Lenz","Lantsch/Lenz GR","Lantsch/Lenz (GR)","Lantsch/Lenz GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3514,69.6761048268109,9917,4316,,,,14233,TRUE,"GR","Schmitten GR","Schmitten (GR)","Schmitten GR","Schmitten GR","Schmitten (GR)","Schmitten GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3542,11.1153662039253,1161,9284,,,,10445,TRUE,"GR","Albula/Alvra","Albula/Alvra","Albula/Alvra","Albula/Alvra GR","Albula/Alvra (GR)","Albula/Alvra GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3543,54.7016787658802,9645,7987,,,,17632,TRUE,"GR","Surses","Surses","Surses","Surses GR","Surses (GR)","Surses GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3544,92.6794453507341,9090,718,,,,9808,TRUE,"GR","Bergün Filisur","Bergün Filisur","Bergün Filisur","Bergün Filisur GR","Bergün Filisur (GR)","Bergün Filisur GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3551,34.0860215053763,1585,3065,,,,4650,TRUE,"GR","Brusio","Brusio","Brusio","Brusio GR","Brusio (GR)","Brusio GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3561,41.6726835138387,3463,4847,,,,8310,TRUE,"GR","Poschiavo","Poschiavo","Poschiavo","Poschiavo GR","Poschiavo (GR)","Poschiavo GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3572,6.51162790697674,476,6834,,,,7310,TRUE,"GR","Falera","Falera","Falera","Falera GR","Falera (GR)","Falera GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3575,46.56039063622,6484,7442,,,,13926,TRUE,"GR","Laax","Laax","Laax","Laax GR","Laax (GR)","Laax GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3581,59.7010635240011,4154,2804,,,,6958,TRUE,"GR","Sagogn","Sagogn","Sagogn","Sagogn GR","Sagogn (GR)","Sagogn GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3582,55.3652708238507,9731,7845,,,,17576,TRUE,"GR","Schluein","Schluein","Schluein","Schluein GR","Schluein (GR)","Schluein GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3603,47.3443485220971,8281,9210,,,,17491,TRUE,"GR","Vals","Vals","Vals","Vals GR","Vals (GR)","Vals GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3618,85.1418115279048,4653,812,,,,5465,TRUE,"GR","Lumnezia","Lumnezia","Lumnezia","Lumnezia GR","Lumnezia (GR)","Lumnezia GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3619,64.2139213921392,8561,4771,,,,13332,TRUE,"GR","Ilanz/Glion","Ilanz/Glion","Ilanz/Glion","Ilanz/Glion GR","Ilanz/Glion (GR)","Ilanz/Glion GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3633,2.7972027972028,200,6950,,,,7150,TRUE,"GR","Fürstenau","Fürstenau","Fürstenau","Fürstenau GR","Fürstenau (GR)","Fürstenau GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3637,78.1038761016514,9128,2559,,,,11687,TRUE,"GR","Rothenbrunnen","Rothenbrunnen","Rothenbrunnen","Rothenbrunnen GR","Rothenbrunnen (GR)","Rothenbrunnen GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3638,10.5756207674944,937,7923,,,,8860,TRUE,"GR","Scharans","Scharans","Scharans","Scharans GR","Scharans (GR)","Scharans GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3640,55.4730211552175,9335,7493,,,,16828,TRUE,"GR","Sils im Domleschg","Sils im Domleschg","Sils im Domleschg","Sils im Domleschg GR","Sils im Domleschg (GR)","Sils im Domleschg GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3661,45.2372195660169,1230,1489,,,,2719,TRUE,"GR","Cazis","Cazis","Cazis","Cazis GR","Cazis (GR)","Cazis GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3662,89.5536744901885,9310,1086,,,,10396,TRUE,"GR","Flerden","Flerden","Flerden","Flerden GR","Flerden (GR)","Flerden GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3663,85.2010547132498,7755,1347,,,,9102,TRUE,"GR","Masein","Masein","Masein","Masein GR","Masein (GR)","Masein GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3668,32.2780241311746,3130,6567,,,,9697,TRUE,"GR","Thusis","Thusis","Thusis","Thusis GR","Thusis (GR)","Thusis GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3669,65.0762094102054,2946,1581,,,,4527,TRUE,"GR","Tschappina","Tschappina","Tschappina","Tschappina GR","Tschappina (GR)","Tschappina GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3670,63.9421255965457,8441,4760,,,,13201,TRUE,"GR","Urmein","Urmein","Urmein","Urmein GR","Urmein (GR)","Urmein GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3672,68.6579605445957,9884,4512,,,,14396,TRUE,"GR","Safiental","Safiental","Safiental","Safiental GR","Safiental (GR)","Safiental GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3673,30.8014521083496,4412,9912,,,,14324,TRUE,"GR","Domleschg","Domleschg","Domleschg","Domleschg GR","Domleschg (GR)","Domleschg GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3681,48.1907894736842,879,945,,,,1824,TRUE,"GR","Avers","Avers","Avers","Avers GR","Avers (GR)","Avers GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3695,34.754278536662,4427,8311,,,,12738,TRUE,"GR","Sufers","Sufers","Sufers","Sufers GR","Sufers (GR)","Sufers GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3701,18.606367278094,1765,7721,,,,9486,TRUE,"GR","Andeer","Andeer","Andeer","Andeer GR","Andeer (GR)","Andeer GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3711,36.2648732540093,2804,4928,,,,7732,TRUE,"GR","Rongellen","Rongellen","Rongellen","Rongellen GR","Rongellen (GR)","Rongellen GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3712,62.2949685099315,9001,5448,,,,14449,TRUE,"GR","Zillis-Reischen","Zillis-Reischen","Zillis-Reischen","Zillis-Reischen GR","Zillis-Reischen (GR)","Zillis-Reischen GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3713,69.9389460154242,4353,1871,,,,6224,TRUE,"GR","Ferrera","Ferrera","Ferrera","Ferrera GR","Ferrera (GR)","Ferrera GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3714,99.8511271799234,9390,14,,,,9404,TRUE,"GR","Rheinwald","Rheinwald","Rheinwald","Rheinwald GR","Rheinwald (GR)","Rheinwald GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3715,2.27930535455861,126,5402,,,,5528,TRUE,"GR","Muntogna da Schons","Muntogna da Schons","Muntogna da Schons","Muntogna da Schons GR","Muntogna da Schons (GR)","Muntogna da Schons GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3721,73.85477582846,3031,1073,,,,4104,TRUE,"GR","Bonaduz","Bonaduz","Bonaduz","Bonaduz GR","Bonaduz (GR)","Bonaduz GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3722,60.8884553998936,6867,4411,,,,11278,TRUE,"GR","Domat/Ems","Domat/Ems","Domat/Ems","Domat/Ems GR","Domat/Ems (GR)","Domat/Ems GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3723,51.0751217377031,9335,8942,,,,18277,TRUE,"GR","Rhäzüns","Rhäzüns","Rhäzüns","Rhäzüns GR","Rhäzüns (GR)","Rhäzüns GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3731,77.4315903549174,5716,1666,,,,7382,TRUE,"GR","Felsberg","Felsberg","Felsberg","Felsberg GR","Felsberg (GR)","Felsberg GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3732,53.2185788462906,7482,6577,,,,14059,TRUE,"GR","Flims","Flims","Flims","Flims GR","Flims (GR)","Flims GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3733,49.1595684270301,8657,8953,,,,17610,TRUE,"GR","Tamins","Tamins","Tamins","Tamins GR","Tamins (GR)","Tamins GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3734,49.8706617805562,9254,9302,,,,18556,TRUE,"GR","Trin","Trin","Trin","Trin GR","Trin (GR)","Trin GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3746,13.7693631669535,800,5010,,,,5810,TRUE,"GR","Zernez","Zernez","Zernez","Zernez GR","Zernez (GR)","Zernez GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3752,59.8608695652174,1721,1154,,,,2875,TRUE,"GR","Samnaun","Samnaun","Samnaun","Samnaun GR","Samnaun (GR)","Samnaun GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3762,48.4935163996949,5086,5402,,,,10488,TRUE,"GR","Scuol","Scuol","Scuol","Scuol GR","Scuol (GR)","Scuol GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3764,33.4413742808524,4127,8214,,,,12341,TRUE,"GR","Valsot","Valsot","Valsot","Valsot GR","Valsot (GR)","Valsot GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3781,73.1479662016113,7445,2733,,,,10178,TRUE,"GR","Bever","Bever","Bever","Bever GR","Bever (GR)","Bever GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3782,45.6650511577814,1696,2018,,,,3714,TRUE,"GR","Celerina/Schlarigna","Celerina/Schlarigna","Celerina/Schlarigna","Celerina/Schlarigna GR","Celerina/Schlarigna (GR)","Celerina/Schlarigna GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3783,69.128218533525,5289,2362,,,,7651,TRUE,"GR","Madulain","Madulain","Madulain","Madulain GR","Madulain (GR)","Madulain GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3784,55.8371098487266,8748,6919,,,,15667,TRUE,"GR","Pontresina","Pontresina","Pontresina","Pontresina GR","Pontresina (GR)","Pontresina GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3785,31.6962372503643,3698,7969,,,,11667,TRUE,"GR","La Punt-Chamues-ch","La Punt-Chamues-ch","La Punt-Chamues-ch","La Punt-Chamues-ch GR","La Punt-Chamues-ch (GR)","La Punt-Chamues-ch GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3786,45.8801089918256,8419,9931,,,,18350,TRUE,"GR","Samedan","Samedan","Samedan","Samedan GR","Samedan (GR)","Samedan GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3787,53.0501874819729,7357,6511,,,,13868,TRUE,"GR","St. Moritz","St. Moritz","St. Moritz","St. Moritz GR","St. Moritz (GR)","St. Moritz GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3788,44.6947998217809,7022,8689,,,,15711,TRUE,"GR","S-chanf","S-chanf","S-chanf","S-chanf GR","S-chanf (GR)","S-chanf GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3789,46.5407041937654,8301,9535,,,,17836,TRUE,"GR","Sils im Engadin/Segl","Sils im Engadin/Segl","Sils im Engadin/Segl","Sils im Engadin/Segl GR","Sils im Engadin/Segl (GR)","Sils im Engadin/Segl GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3790,68.3204704152885,9295,4310,,,,13605,TRUE,"GR","Silvaplana","Silvaplana","Silvaplana","Silvaplana GR","Silvaplana (GR)","Silvaplana GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3791,98.5463984425698,7593,112,,,,7705,TRUE,"GR","Zuoz","Zuoz","Zuoz","Zuoz GR","Zuoz (GR)","Zuoz GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3792,90.7859078590786,4690,476,,,,5166,TRUE,"GR","Bregaglia","Bregaglia","Bregaglia","Bregaglia GR","Bregaglia (GR)","Bregaglia GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3804,26.8903144389526,2557,6952,,,,9509,TRUE,"GR","Buseno","Buseno","Buseno","Buseno GR","Buseno (GR)","Buseno GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3805,25.5074053757543,2325,6790,,,,9115,TRUE,"GR","Castaneda","Castaneda","Castaneda","Castaneda GR","Castaneda (GR)","Castaneda GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3808,8.85752275749207,866,8911,,,,9777,TRUE,"GR","Rossa","Rossa","Rossa","Rossa GR","Rossa (GR)","Rossa GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3810,8.22801474460242,625,6971,,,,7596,TRUE,"GR","Santa Maria in Calanca","Santa Maria in Calanca","Santa Maria in Calanca","Santa Maria in Calanca GR","Santa Maria in Calanca (GR)","Santa Maria in Calanca GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3821,61.0201975527053,4139,2644,,,,6783,TRUE,"GR","Lostallo","Lostallo","Lostallo","Lostallo GR","Lostallo (GR)","Lostallo GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3822,84.6667461547633,7101,1286,,,,8387,TRUE,"GR","Mesocco","Mesocco","Mesocco","Mesocco GR","Mesocco (GR)","Mesocco GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3823,77.7732496535985,9542,2727,,,,12269,TRUE,"GR","Soazza","Soazza","Soazza","Soazza GR","Soazza (GR)","Soazza GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3831,22.7783694237368,1925,6526,,,,8451,TRUE,"GR","Cama","Cama","Cama","Cama GR","Cama (GR)","Cama GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3832,66.2012266736265,5073,2590,,,,7663,TRUE,"GR","Grono","Grono","Grono","Grono GR","Grono (GR)","Grono GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3834,45.9491994703262,3817,4490,,,,8307,TRUE,"GR","Roveredo GR","Roveredo (GR)","Roveredo GR","Roveredo GR","Roveredo (GR)","Roveredo GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
18,3835,8.5,323,3477,,,,3800,TRUE,"GR","San Vittore","San Vittore","San Vittore","San Vittore GR","San Vittore (GR)","San Vittore GR","Graubünden","Grisons","Grigioni",73.2405091170222,FALSE,FALSE
