"Kantons_Nr","Gemeinde_Nr","Ja_Stimmen_In_Prozent","Ja_Stimmen_Absolut","Nein_Stimmen_Absolut","Stimmbeteiligung_In_Prozent","Eingelegte_Stimmzettel","Anzahl_Stimmberechtigte","Gueltige_Stimmen","Gebiet_Ausgezaehlt","Kanton_Short","Gemeinde_d","Gemeinde_f","Gemeinde_i","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Kanton_d","Kanton_f","Kanton_i","Ja_Stimmen_In_Prozent_Kanton","Highest_Yes_Kant","Highest_No_Kant"
13,2788,50.5850585058506,6744,6588,,,,13332,TRUE,"BL","Liesberg","Liesberg","Liesberg","Liesberg BL","Liesberg (BL)","Liesberg BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2789,61.6879214796021,9239,5738,,,,14977,TRUE,"BL","Nenzlingen","Nenzlingen","Nenzlingen","Nenzlingen BL","Nenzlingen (BL)","Nenzlingen BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2790,50.944262295082,7769,7481,,,,15250,TRUE,"BL","Roggenburg","Roggenburg","Roggenburg","Roggenburg BL","Roggenburg (BL)","Roggenburg BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2791,91.2807881773399,3706,354,,,,4060,TRUE,"BL","Röschenz","Röschenz","Röschenz","Röschenz BL","Röschenz (BL)","Röschenz BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2792,67.9317931793179,6175,2915,,,,9090,TRUE,"BL","Wahlen","Wahlen","Wahlen","Wahlen BL","Wahlen (BL)","Wahlen BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2793,94.2512619181155,6722,410,,,,7132,TRUE,"BL","Zwingen","Zwingen","Zwingen","Zwingen BL","Zwingen (BL)","Zwingen BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2821,33.130402104472,4408,8897,,,,13305,TRUE,"BL","Arisdorf","Arisdorf","Arisdorf","Arisdorf BL","Arisdorf (BL)","Arisdorf BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2822,90.3024366352394,7375,792,,,,8167,TRUE,"BL","Augst","Augst","Augst","Augst BL","Augst (BL)","Augst BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2823,29.0822553087625,2383,5811,,,,8194,TRUE,"BL","Bubendorf","Bubendorf","Bubendorf","Bubendorf BL","Bubendorf (BL)","Bubendorf BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2824,36.5118829981718,4993,8682,,,,13675,TRUE,"BL","Frenkendorf","Frenkendorf","Frenkendorf","Frenkendorf BL","Frenkendorf (BL)","Frenkendorf BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2825,55.9971569033939,9454,7429,,,,16883,TRUE,"BL","Füllinsdorf","Füllinsdorf","Füllinsdorf","Füllinsdorf BL","Füllinsdorf (BL)","Füllinsdorf BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2826,83.5080270664721,6294,1243,,,,7537,TRUE,"BL","Giebenach","Giebenach","Giebenach","Giebenach BL","Giebenach (BL)","Giebenach BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2827,55.5180115686387,9694,7767,,,,17461,TRUE,"BL","Hersberg","Hersberg","Hersberg","Hersberg BL","Hersberg (BL)","Hersberg BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2828,47.7564102564103,4917,5379,,,,10296,TRUE,"BL","Lausen","Lausen","Lausen","Lausen BL","Lausen (BL)","Lausen BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2829,64.893300248139,6538,3537,,,,10075,TRUE,"BL","Liestal","Liestal","Liestal","Liestal BL","Liestal (BL)","Liestal BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2830,59.1602184797451,5199,3589,,,,8788,TRUE,"BL","Lupsingen","Lupsingen","Lupsingen","Lupsingen BL","Lupsingen (BL)","Lupsingen BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2831,50.5196850393701,3208,3142,,,,6350,TRUE,"BL","Pratteln","Pratteln","Pratteln","Pratteln BL","Pratteln (BL)","Pratteln BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2832,48.6780235874509,6315,6658,,,,12973,TRUE,"BL","Ramlinsburg","Ramlinsburg","Ramlinsburg","Ramlinsburg BL","Ramlinsburg (BL)","Ramlinsburg BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2833,76.7339985397907,9459,2868,,,,12327,TRUE,"BL","Seltisberg","Seltisberg","Seltisberg","Seltisberg BL","Seltisberg (BL)","Seltisberg BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2834,48.1687339106015,8233,8859,,,,17092,TRUE,"BL","Ziefen","Ziefen","Ziefen","Ziefen BL","Ziefen (BL)","Ziefen BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2841,56.1959889124409,6893,5373,,,,12266,TRUE,"BL","Anwil","Anwil","Anwil","Anwil BL","Anwil (BL)","Anwil BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2842,36.3104821625286,4285,7516,,,,11801,TRUE,"BL","Böckten","Böckten","Böckten","Böckten BL","Böckten (BL)","Böckten BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2843,23.7183988764045,1351,4345,,,,5696,TRUE,"BL","Buckten","Buckten","Buckten","Buckten BL","Buckten (BL)","Buckten BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2844,70.3835616438356,7707,3243,,,,10950,TRUE,"BL","Buus","Buus","Buus","Buus BL","Buus (BL)","Buus BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2845,15.6883207235412,1804,9695,,,,11499,TRUE,"BL","Diepflingen","Diepflingen","Diepflingen","Diepflingen BL","Diepflingen (BL)","Diepflingen BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2846,42.6418931410612,4613,6205,,,,10818,TRUE,"BL","Gelterkinden","Gelterkinden","Gelterkinden","Gelterkinden BL","Gelterkinden (BL)","Gelterkinden BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2847,6.47100424328147,366,5290,,,,5656,TRUE,"BL","Häfelfingen","Häfelfingen","Häfelfingen","Häfelfingen BL","Häfelfingen (BL)","Häfelfingen BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2848,55.3990137868572,5505,4432,,,,9937,TRUE,"BL","Hemmiken","Hemmiken","Hemmiken","Hemmiken BL","Hemmiken (BL)","Hemmiken BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2849,63.2148900169205,9340,5435,,,,14775,TRUE,"BL","Itingen","Itingen","Itingen","Itingen BL","Itingen (BL)","Itingen BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2850,0.815078960774325,80,9735,,,,9815,TRUE,"BL","Känerkinden","Känerkinden","Känerkinden","Känerkinden BL","Känerkinden (BL)","Känerkinden BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2851,90.1019147621989,5835,641,,,,6476,TRUE,"BL","Kilchberg BL","Kilchberg (BL)","Kilchberg BL","Kilchberg BL","Kilchberg (BL)","Kilchberg BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2852,9.89749621912284,589,5362,,,,5951,TRUE,"BL","Läufelfingen","Läufelfingen","Läufelfingen","Läufelfingen BL","Läufelfingen (BL)","Läufelfingen BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2853,13.4513038850452,1011,6505,,,,7516,TRUE,"BL","Maisprach","Maisprach","Maisprach","Maisprach BL","Maisprach (BL)","Maisprach BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2854,25.5036433776254,1190,3476,,,,4666,TRUE,"BL","Nusshof","Nusshof","Nusshof","Nusshof BL","Nusshof (BL)","Nusshof BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2855,66.2421540980624,7282,3711,,,,10993,TRUE,"BL","Oltingen","Oltingen","Oltingen","Oltingen BL","Oltingen (BL)","Oltingen BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2856,20.7347760442879,412,1575,,,,1987,TRUE,"BL","Ormalingen","Ormalingen","Ormalingen","Ormalingen BL","Ormalingen (BL)","Ormalingen BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2857,81.6117499275292,8446,1903,,,,10349,TRUE,"BL","Rickenbach BL","Rickenbach (BL)","Rickenbach BL","Rickenbach BL","Rickenbach (BL)","Rickenbach BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2858,8.4529676451682,789,8545,,,,9334,TRUE,"BL","Rothenfluh","Rothenfluh","Rothenfluh","Rothenfluh BL","Rothenfluh (BL)","Rothenfluh BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2859,58.3898595409387,8522,6073,,,,14595,TRUE,"BL","Rümlingen","Rümlingen","Rümlingen","Rümlingen BL","Rümlingen (BL)","Rümlingen BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2860,1.17003688159735,92,7771,,,,7863,TRUE,"BL","Rünenberg","Rünenberg","Rünenberg","Rünenberg BL","Rünenberg (BL)","Rünenberg BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2861,30.2265533899717,3629,8377,,,,12006,TRUE,"BL","Sissach","Sissach","Sissach","Sissach BL","Sissach (BL)","Sissach BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2862,23.5788210589471,1572,5095,,,,6667,TRUE,"BL","Tecknau","Tecknau","Tecknau","Tecknau BL","Tecknau (BL)","Tecknau BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2863,66.8483020336674,6870,3407,,,,10277,TRUE,"BL","Tenniken","Tenniken","Tenniken","Tenniken BL","Tenniken (BL)","Tenniken BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2864,62.7195219704146,8607,5116,,,,13723,TRUE,"BL","Thürnen","Thürnen","Thürnen","Thürnen BL","Thürnen (BL)","Thürnen BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2865,51.7132367937997,5071,4735,,,,9806,TRUE,"BL","Wenslingen","Wenslingen","Wenslingen","Wenslingen BL","Wenslingen (BL)","Wenslingen BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2866,69.9481865284974,6345,2726,,,,9071,TRUE,"BL","Wintersingen","Wintersingen","Wintersingen","Wintersingen BL","Wintersingen (BL)","Wintersingen BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2867,33.9187705817783,2472,4816,,,,7288,TRUE,"BL","Wittinsburg","Wittinsburg","Wittinsburg","Wittinsburg BL","Wittinsburg (BL)","Wittinsburg BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2868,90.5417985477565,9726,1016,,,,10742,TRUE,"BL","Zeglingen","Zeglingen","Zeglingen","Zeglingen BL","Zeglingen (BL)","Zeglingen BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2869,21.3851880877743,2183,8025,,,,10208,TRUE,"BL","Zunzgen","Zunzgen","Zunzgen","Zunzgen BL","Zunzgen (BL)","Zunzgen BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2881,53.1966396127011,3736,3287,,,,7023,TRUE,"BL","Arboldswil","Arboldswil","Arboldswil","Arboldswil BL","Arboldswil (BL)","Arboldswil BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2882,47.679928475637,5333,5852,,,,11185,TRUE,"BL","Bennwil","Bennwil","Bennwil","Bennwil BL","Bennwil (BL)","Bennwil BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2883,24.2505522246766,1537,4801,,,,6338,TRUE,"BL","Bretzwil","Bretzwil","Bretzwil","Bretzwil BL","Bretzwil (BL)","Bretzwil BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2884,57.0487993803253,4419,3327,,,,7746,TRUE,"BL","Diegten","Diegten","Diegten","Diegten BL","Diegten (BL)","Diegten BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2885,84.2938311688312,4154,774,,,,4928,TRUE,"BL","Eptingen","Eptingen","Eptingen","Eptingen BL","Eptingen (BL)","Eptingen BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2886,66.9704201923772,9260,4567,,,,13827,TRUE,"BL","Hölstein","Hölstein","Hölstein","Hölstein BL","Hölstein (BL)","Hölstein BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2887,19.0512507626602,1249,5307,,,,6556,TRUE,"BL","Lampenberg","Lampenberg","Lampenberg","Lampenberg BL","Lampenberg (BL)","Lampenberg BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2888,11.7917586460633,1282,9590,,,,10872,TRUE,"BL","Langenbruck","Langenbruck","Langenbruck","Langenbruck BL","Langenbruck (BL)","Langenbruck BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2889,64.2437452615618,6779,3773,,,,10552,TRUE,"BL","Lauwil","Lauwil","Lauwil","Lauwil BL","Lauwil (BL)","Lauwil BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2890,47.8850102669405,5830,6345,,,,12175,TRUE,"BL","Liedertswil","Liedertswil","Liedertswil","Liedertswil BL","Liedertswil (BL)","Liedertswil BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2891,86.9622331691297,2648,397,,,,3045,TRUE,"BL","Niederdorf","Niederdorf","Niederdorf","Niederdorf BL","Niederdorf (BL)","Niederdorf BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2892,47.6936026936027,5666,6214,,,,11880,TRUE,"BL","Oberdorf BL","Oberdorf (BL)","Oberdorf BL","Oberdorf BL","Oberdorf (BL)","Oberdorf BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2893,9.35100135521759,621,6020,,,,6641,TRUE,"BL","Reigoldswil","Reigoldswil","Reigoldswil","Reigoldswil BL","Reigoldswil (BL)","Reigoldswil BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2894,64.1836231782018,9116,5087,,,,14203,TRUE,"BL","Titterten","Titterten","Titterten","Titterten BL","Titterten (BL)","Titterten BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
13,2895,51.7488076311606,9114,8498,,,,17612,TRUE,"BL","Waldenburg","Waldenburg","Waldenburg","Waldenburg BL","Waldenburg (BL)","Waldenburg BL","Basel-Landschaft","Bâle-Campagne","Basilea Campagna",80.7686392450705,FALSE,FALSE
14,2901,64.0840446487196,2928,1641,,,,4569,TRUE,"SH","Gächlingen","Gächlingen","Gächlingen","Gächlingen SH","Gächlingen (SH)","Gächlingen SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2903,33.8977970927619,2262,4411,,,,6673,TRUE,"SH","Löhningen","Löhningen","Löhningen","Löhningen SH","Löhningen (SH)","Löhningen SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2904,55.2794313124892,9565,7738,,,,17303,TRUE,"SH","Neunkirch","Neunkirch","Neunkirch","Neunkirch SH","Neunkirch (SH)","Neunkirch SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2914,12.1181262729124,476,3452,,,,3928,TRUE,"SH","Büttenhardt","Büttenhardt","Büttenhardt","Büttenhardt SH","Büttenhardt (SH)","Büttenhardt SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2915,91.3125590179415,7736,736,,,,8472,TRUE,"SH","Dörflingen","Dörflingen","Dörflingen","Dörflingen SH","Dörflingen (SH)","Dörflingen SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2917,33.2407978614024,3233,6493,,,,9726,TRUE,"SH","Lohn SH","Lohn (SH)","Lohn SH","Lohn SH","Lohn (SH)","Lohn SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2919,60.2412187896741,2847,1879,,,,4726,TRUE,"SH","Stetten SH","Stetten (SH)","Stetten SH","Stetten SH","Stetten (SH)","Stetten SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2920,47.9197807673144,3847,4181,,,,8028,TRUE,"SH","Thayngen","Thayngen","Thayngen","Thayngen SH","Thayngen (SH)","Thayngen SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2931,44.5213163799551,7143,8901,,,,16044,TRUE,"SH","Bargen SH","Bargen (SH)","Bargen SH","Bargen SH","Bargen (SH)","Bargen SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2932,81.0045894951555,6354,1490,,,,7844,TRUE,"SH","Beringen","Beringen","Beringen","Beringen SH","Beringen (SH)","Beringen SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2933,36.7743254292723,1799,3093,,,,4892,TRUE,"SH","Buchberg","Buchberg","Buchberg","Buchberg SH","Buchberg (SH)","Buchberg SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2936,55.4845270957431,3819,3064,,,,6883,TRUE,"SH","Merishausen","Merishausen","Merishausen","Merishausen SH","Merishausen (SH)","Merishausen SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2937,44.0334268349696,7535,9577,,,,17112,TRUE,"SH","Neuhausen am Rheinfall","Neuhausen am Rheinfall","Neuhausen am Rheinfall","Neuhausen am Rheinfall SH","Neuhausen am Rheinfall (SH)","Neuhausen am Rheinfall SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2938,66.8410725964683,1022,507,,,,1529,TRUE,"SH","Rüdlingen","Rüdlingen","Rüdlingen","Rüdlingen SH","Rüdlingen (SH)","Rüdlingen SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2939,62.2415245997277,9602,5825,,,,15427,TRUE,"SH","Schaffhausen","Schaffhouse","Sciaffusa","Schaffhausen SH","Schaffhouse (SH)","Sciaffusa SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2951,97.6278212805159,8478,206,,,,8684,TRUE,"SH","Beggingen","Beggingen","Beggingen","Beggingen SH","Beggingen (SH)","Beggingen SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2952,32.625723691679,2874,5935,,,,8809,TRUE,"SH","Schleitheim","Schleitheim","Schleitheim","Schleitheim SH","Schleitheim (SH)","Schleitheim SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2953,72.6747720364742,2391,899,,,,3290,TRUE,"SH","Siblingen","Siblingen","Siblingen","Siblingen SH","Siblingen (SH)","Siblingen SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2961,59.5778787069196,8920,6052,,,,14972,TRUE,"SH","Buch SH","Buch (SH)","Buch SH","Buch SH","Buch (SH)","Buch SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2962,22.663139329806,2056,7016,,,,9072,TRUE,"SH","Hemishofen","Hemishofen","Hemishofen","Hemishofen SH","Hemishofen (SH)","Hemishofen SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2963,36.7372047244095,4479,7713,,,,12192,TRUE,"SH","Ramsen","Ramsen","Ramsen","Ramsen SH","Ramsen (SH)","Ramsen SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2964,26.9923089510718,3299,8923,,,,12222,TRUE,"SH","Stein am Rhein","Stein am Rhein","Stein am Rhein","Stein am Rhein SH","Stein am Rhein (SH)","Stein am Rhein SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2971,76.1916645869728,3053,954,,,,4007,TRUE,"SH","Hallau","Hallau","Hallau","Hallau SH","Hallau (SH)","Hallau SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2972,31.8801089918256,3861,8250,,,,12111,TRUE,"SH","Oberhallau","Oberhallau","Oberhallau","Oberhallau SH","Oberhallau (SH)","Oberhallau SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2973,99.2699642431466,6663,49,,,,6712,TRUE,"SH","Trasadingen","Trasadingen","Trasadingen","Trasadingen SH","Trasadingen (SH)","Trasadingen SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
14,2974,30.5146789662494,4168,9491,,,,13659,TRUE,"SH","Wilchingen","Wilchingen","Wilchingen","Wilchingen SH","Wilchingen (SH)","Wilchingen SH","Schaffhausen","Schaffhouse","Sciaffusa",3.47388389054686,FALSE,FALSE
15,3001,27.5950105769932,3783,9926,,,,13709,TRUE,"AR","Herisau","Herisau","Herisau","Herisau AR","Herisau (AR)","Herisau AR","Appenzell Ausserrhoden","Appenzell Rhodes-Extérieures","Appenzello Esterno",17.0559892198071,FALSE,FALSE
15,3002,73.4856133266027,5823,2101,,,,7924,TRUE,"AR","Hundwil","Hundwil","Hundwil","Hundwil AR","Hundwil (AR)","Hundwil AR","Appenzell Ausserrhoden","Appenzell Rhodes-Extérieures","Appenzello Esterno",17.0559892198071,FALSE,FALSE
15,3003,35.5447470817121,3654,6626,,,,10280,TRUE,"AR","Schönengrund","Schönengrund","Schönengrund","Schönengrund AR","Schönengrund (AR)","Schönengrund AR","Appenzell Ausserrhoden","Appenzell Rhodes-Extérieures","Appenzello Esterno",17.0559892198071,FALSE,FALSE
15,3004,5.84313725490196,596,9604,,,,10200,TRUE,"AR","Schwellbrunn","Schwellbrunn","Schwellbrunn","Schwellbrunn AR","Schwellbrunn (AR)","Schwellbrunn AR","Appenzell Ausserrhoden","Appenzell Rhodes-Extérieures","Appenzello Esterno",17.0559892198071,FALSE,FALSE
15,3005,42.5453953261135,5225,7056,,,,12281,TRUE,"AR","Stein AR","Stein (AR)","Stein AR","Stein AR","Stein (AR)","Stein AR","Appenzell Ausserrhoden","Appenzell Rhodes-Extérieures","Appenzello Esterno",17.0559892198071,FALSE,FALSE
15,3006,29.2283574290193,3356,8126,,,,11482,TRUE,"AR","Urnäsch","Urnäsch","Urnäsch","Urnäsch AR","Urnäsch (AR)","Urnäsch AR","Appenzell Ausserrhoden","Appenzell Rhodes-Extérieures","Appenzello Esterno",17.0559892198071,FALSE,FALSE
15,3007,90.9652076318743,8105,805,,,,8910,TRUE,"AR","Waldstatt","Waldstatt","Waldstatt","Waldstatt AR","Waldstatt (AR)","Waldstatt AR","Appenzell Ausserrhoden","Appenzell Rhodes-Extérieures","Appenzello Esterno",17.0559892198071,FALSE,FALSE
15,3021,28.1261069783918,794,2029,,,,2823,TRUE,"AR","Bühler","Bühler","Bühler","Bühler AR","Bühler (AR)","Bühler AR","Appenzell Ausserrhoden","Appenzell Rhodes-Extérieures","Appenzello Esterno",17.0559892198071,FALSE,FALSE
15,3022,72.1227816284561,9469,3660,,,,13129,TRUE,"AR","Gais","Gais","Gais","Gais AR","Gais (AR)","Gais AR","Appenzell Ausserrhoden","Appenzell Rhodes-Extérieures","Appenzello Esterno",17.0559892198071,FALSE,FALSE
15,3023,57.3006406008394,2594,1933,,,,4527,TRUE,"AR","Speicher","Speicher","Speicher","Speicher AR","Speicher (AR)","Speicher AR","Appenzell Ausserrhoden","Appenzell Rhodes-Extérieures","Appenzello Esterno",17.0559892198071,FALSE,FALSE
15,3024,31.8925044519994,1970,4207,,,,6177,TRUE,"AR","Teufen AR","Teufen (AR)","Teufen AR","Teufen AR","Teufen (AR)","Teufen AR","Appenzell Ausserrhoden","Appenzell Rhodes-Extérieures","Appenzello Esterno",17.0559892198071,FALSE,FALSE
15,3025,38.3938706015891,4059,6513,,,,10572,TRUE,"AR","Trogen","Trogen","Trogen","Trogen AR","Trogen (AR)","Trogen AR","Appenzell Ausserrhoden","Appenzell Rhodes-Extérieures","Appenzello Esterno",17.0559892198071,FALSE,FALSE
15,3031,5.5919287324246,521,8796,,,,9317,TRUE,"AR","Grub AR","Grub (AR)","Grub AR","Grub AR","Grub (AR)","Grub AR","Appenzell Ausserrhoden","Appenzell Rhodes-Extérieures","Appenzello Esterno",17.0559892198071,FALSE,FALSE
15,3032,69.5501405810684,7421,3249,,,,10670,TRUE,"AR","Heiden","Heiden","Heiden","Heiden AR","Heiden (AR)","Heiden AR","Appenzell Ausserrhoden","Appenzell Rhodes-Extérieures","Appenzello Esterno",17.0559892198071,FALSE,FALSE
15,3033,54.2172448899679,6923,5846,,,,12769,TRUE,"AR","Lutzenberg","Lutzenberg","Lutzenberg","Lutzenberg AR","Lutzenberg (AR)","Lutzenberg AR","Appenzell Ausserrhoden","Appenzell Rhodes-Extérieures","Appenzello Esterno",17.0559892198071,FALSE,FALSE
15,3034,34.809294169224,4764,8922,,,,13686,TRUE,"AR","Rehetobel","Rehetobel","Rehetobel","Rehetobel AR","Rehetobel (AR)","Rehetobel AR","Appenzell Ausserrhoden","Appenzell Rhodes-Extérieures","Appenzello Esterno",17.0559892198071,FALSE,FALSE
